theme,ticker,valid_from,valid_to,role,note,story,position,source_url,evidence_10k,added_by,valid_from_basis,filer_type
energy,SHEL,2022-01-01,,core,"殼牌,20-F 申報人,同為一體化巨頭","一體化把上游與下游兩種售價機制溝在一起——原油升價時上游賺、煉化蝕,對沖掉自己,所以讀不出單一缺口。",全鏈:一體化石油巨頭(上游開採 + 煉化 + 零售同一屋簷),https://www.sec.gov/Archives/edgar/data/1306965/000162828026017024/shel-20251231.htm,,v1,"近似(2022-01-01 前已上市且業務未變,沿用 v0 走廊起點)",20-F
energy,BP,2022-01-01,,core,"BP,20-F 申報人","一體化把上游與下游兩種售價機制溝在一起——原油升價時上游賺、煉化蝕,對沖掉自己,所以讀不出單一缺口。",全鏈:一體化石油巨頭(上游開採 + 煉化 + 零售同一屋簷),https://www.sec.gov/Archives/edgar/data/313807/000031380726000006/bp-20251231.htm,,v1,"近似(2022-01-01 前已上市且業務未變,沿用 v0 走廊起點)",20-F
energy,TTE,2022-01-01,,core,"道達爾能源,20-F 申報人","一體化把上游與下游兩種售價機制溝在一起——原油升價時上游賺、煉化蝕,對沖掉自己,所以讀不出單一缺口。",全鏈:一體化石油巨頭(上游開採 + 煉化 + 零售同一屋簷),https://www.sec.gov/Archives/edgar/data/879764/000110465926035876/tot-20251231x20f.htm,,v1,"近似(2022-01-01 前已上市且業務未變,沿用 v0 走廊起點)",20-F
upstream_oil,FANG,2022-01-01,,core,"二疊紀盆地純上游,與 EOG/OXY 同位置","原油與天然氣賣給煉廠,售價由 OPEC+ 產能與頁岩投資紀律決定;樽頸是鑽探投資週期與有限的優質井位。","上游:純油氣開採(E&P),不持煉廠",https://www.sec.gov/Archives/edgar/data/1539838/000153983826000010/fang-20251231.htm,2025:xploitation and exploration of proved oil and natural gas reserves divided by proved reserve additions,v1,"近似(2022-01-01 前已上市且業務未變,沿用 v0 走廊起點)",10-K
upstream_oil,DVN,2022-01-01,,core,多盆地純上游,"原油與天然氣賣給煉廠,售價由 OPEC+ 產能與頁岩投資紀律決定;樽頸是鑽探投資週期與有限的優質井位。","上游:純油氣開採(E&P),不持煉廠",https://www.sec.gov/Archives/edgar/data/1090012/000119312526056485/dvn-20251231.htm,"2025:barrel of oil equivalent. Gas proved reserves and production are converted to Boe, at the",v1,"近似(2022-01-01 前已上市且業務未變,沿用 v0 走廊起點)",10-K
upstream_oil,APA,2022-01-01,,core,"純上游,美國 + 埃及 + 北海","原油與天然氣賣給煉廠,售價由 OPEC+ 產能與頁岩投資紀律決定;樽頸是鑽探投資週期與有限的優質井位。","上游:純油氣開採(E&P),不持煉廠",https://www.sec.gov/Archives/edgar/data/1841666/000184166626000015/apa-20251231.htm,"2025:1 and 2—Business and Properties—Estimated Proved Reserves and Future Net Cash Flows, Item 1A—Risk Factors,",v1,"近似(2022-01-01 前已上市且業務未變,沿用 v0 走廊起點)",10-K
defense,LDOS,2022-01-01,,core,純政府客戶的國防/情報 IT 與任務系統,售價由國防預算撥款加生產鏈產能決定;樽頸是固體火箭發動機、船台與專用產線——加不了單靠加班。,"上游/中游:純國防主承包商,裝備系統賣給美國及盟國政府",https://www.sec.gov/Archives/edgar/data/1336920/000133692026000030/ldos-20260102.htm,2026:Ms. Porter served as the Department of Defense Information Networks & Mission Partner Program Director.,v1,"近似(2022-01-01 前已上市且業務未變,沿用 v0 走廊起點)",10-K
defense,BWXT,2022-01-01,,core,"海軍核動力部件與核燃料,獨市產線",售價由國防預算撥款加生產鏈產能決定;樽頸是固體火箭發動機、船台與專用產線——加不了單靠加班。,"上游/中游:純國防主承包商,裝備系統賣給美國及盟國政府",https://www.sec.gov/Archives/edgar/data/1486957/000148695726000007/bwxt-20251231.htm,"2022:applications include NASA, the U.S. Department of Defense ('DoD') and the DOE. We offer complete",v1,"近似(2022-01-01 前已上市且業務未變,沿用 v0 走廊起點)",10-K
defense,KTOS,2022-01-01,,core,"無人機與導彈標靶,純國防客戶",售價由國防預算撥款加生產鏈產能決定;樽頸是固體火箭發動機、船台與專用產線——加不了單靠加班。,"上游/中游:純國防主承包商,裝備系統賣給美國及盟國政府",https://www.sec.gov/Archives/edgar/data/1069258/000106925826000013/ktos-20251228.htm,2022:in areas that the U.S. Department of Defense (“DoD”) and other customers indicate are priorities,v1,"近似(2022-01-01 前已上市且業務未變,沿用 v0 走廊起點)",10-K
software_cloud,WDAY,2022-01-01,,core,"企業 HR/財務 SaaS,同一條企業 IT 預算開關","零邊際成本,加座位即刻加得到,沒有實體樽頸;售價由企業 IT 支出週期決定,不由供給缺口決定。","下游:企業訂閱制軟件與雲平台,賣給企業 IT 預算",https://www.sec.gov/Archives/edgar/data/1327811/000132781126000014/wday-20260131.htm,2026:and Marketing We sell our subscription contracts and related services and solutions globally through direct,v1,"近似(2022-01-01 前已上市且業務未變,沿用 v0 走廊起點)",10-K
software_cloud,SNOW,2022-02-10,,core,"雲端資料倉庫,用量計費的企業 IT 支出","零邊際成本,加座位即刻加得到,沒有實體樽頸;售價由企業 IT 支出週期決定,不由供給缺口決定。","下游:企業訂閱制軟件與雲平台,賣給企業 IT 預算",https://www.sec.gov/Archives/edgar/data/1640147/000164014726000008/snow-20260131.htm,"2023:data transfer resources. Unlike a subscription-based business model, in which revenue is recognized ratably over",v1,近似(EDGAR 首次申報日代上市日;查不到更早的入位事件),10-K
banks,C,2025-09-02,,core,"四大貨幣中心銀行之一,補齊 JPM/BAC/WFC/C 一組","售價由聯儲利率與信貸週期決定,不是實體樽頸;同一則利率或信貸消息把整批打同一個方向。",中游:美國大型銀行(存貸與交易服務),https://www.sec.gov/Archives/edgar/data/831001/000083100126000011/c-20251231.htm,2025:support additional advances from the Federal Home Loan Bank (FHLB) and the Federal Reserve Bank,v1,近似(EDGAR 首次申報日代上市日;查不到更早的入位事件),10-K
banks,USB,2022-02-16,,core,大型區域銀行,"售價由聯儲利率與信貸週期決定,不是實體樽頸;同一則利率或信貸消息把整批打同一個方向。",中游:美國大型銀行(存貸與交易服務),https://www.sec.gov/Archives/edgar/data/36104/000003610426000011/usb-20251231.htm,"2025:Board of Governors of the Federal Reserve System (the “Federal Reserve”), United States fiscal policy,",v1,近似(EDGAR 首次申報日代上市日;查不到更早的入位事件),10-K
banks,PNC,2022-01-01,,core,大型區域銀行,"售價由聯儲利率與信貸週期決定,不是實體樽頸;同一則利率或信貸消息把整批打同一個方向。",中游:美國大型銀行(存貸與交易服務),https://www.sec.gov/Archives/edgar/data/713676/000071367626000020/pnc-20251231.htm,"2025:by its primary regulator, the Federal Reserve. PNC primarily conducts its business through its domestic",v1,"近似(2022-01-01 前已上市且業務未變,沿用 v0 走廊起點)",10-K
staples,PEP,2022-01-01,,core,"品牌快消製造(飲料+零食),與 PG/KO 同位置","PG/KO 靠品牌提價,WMT/COST 靠規模壓供應商價——同一則成本上升消息,一邊是成本、一邊是議價籌碼,方向相反。",⚠️ 兩個位置溝在一條:品牌快消製造商(定價者)+ 大型零售商(壓價者),https://www.sec.gov/Archives/edgar/data/77476/000007747626000007/pep-20251227.htm,"2025:with a complementary portfolio of brands, including Lay’s, Doritos, Cheetos, Gatorade, Pepsi-Cola, Mountain Dew, Quaker",v1,"近似(2022-01-01 前已上市且業務未變,沿用 v0 走廊起點)",10-K
staples,CL,2022-01-01,,core,品牌快消製造(家居個護),"PG/KO 靠品牌提價,WMT/COST 靠規模壓供應商價——同一則成本上升消息,一邊是成本、一邊是議價籌碼,方向相反。",⚠️ 兩個位置溝在一條:品牌快消製造商(定價者)+ 大型零售商(壓價者),https://www.sec.gov/Archives/edgar/data/21665/000002166526000006/cl-20251231.htm,"2025:reach and penetration of our brands; building the incremental benefit of superior, science-based innovation supported",v1,"近似(2022-01-01 前已上市且業務未變,沿用 v0 走廊起點)",10-K
staples,KMB,2022-01-01,,core,品牌快消製造(紙品個護),"PG/KO 靠品牌提價,WMT/COST 靠規模壓供應商價——同一則成本上升消息,一邊是成本、一邊是議價籌碼,方向相反。",⚠️ 兩個位置溝在一條:品牌快消製造商(定價者)+ 大型零售商(壓價者),https://www.sec.gov/Archives/edgar/data/55785/000162828026007567/kmb-20251231.htm,2025:absorbency. Kimberly-Clark and our trusted brands are an indispensable part of life for people in,v1,"近似(2022-01-01 前已上市且業務未變,沿用 v0 走廊起點)",10-K
staples,TGT,2022-01-01,,core,"大型零售商,與 WMT/COST 同位置","PG/KO 靠品牌提價,WMT/COST 靠規模壓供應商價——同一則成本上升消息,一邊是成本、一邊是議價籌碼,方向相反。",⚠️ 兩個位置溝在一條:品牌快消製造商(定價者)+ 大型零售商(壓價者),https://www.sec.gov/Archives/edgar/data/27419/000002741926000016/tgt-20260131.htm,2026:We focus on categories and brands where we can offer a distinctive and relevant experience,v1,"近似(2022-01-01 前已上市且業務未變,沿用 v0 走廊起點)",10-K
staples,KR,2022-01-01,,core,大型食品零售商,"PG/KO 靠品牌提價,WMT/COST 靠規模壓供應商價——同一則成本上升消息,一邊是成本、一邊是議價籌碼,方向相反。",⚠️ 兩個位置溝在一條:品牌快消製造商(定價者)+ 大型零售商(壓價者),https://www.sec.gov/Archives/edgar/data/56873/000110465926037723/kr-20260131x10k.htm,"2026:sustainable growth through Fresh, Our Brands , Personalization, and eCommerce; the outcome of litigation matters,",v1,"近似(2022-01-01 前已上市且業務未變,沿用 v0 走廊起點)",10-K
gold,KGC,2022-01-01,,core,"美洲/西非金礦商,40-F 申報人","黃金賣給央行、投資者與珠寶,售價就是全球金價;新礦十年以上、礦供給年增長不足 2%——但礦商是價格接受者,缺口讀不到。",上游:黃金礦開採(不含權利金公司),https://www.sec.gov/Archives/edgar/data/701818/000110465926035268/kgc-20251231x40f.htm,,v1,"近似(2022-01-01 前已上市且業務未變,沿用 v0 走廊起點)",40-F
gold,AU,2023-04-21,,core,"AngloGold Ashanti,20-F 申報人","黃金賣給央行、投資者與珠寶,售價就是全球金價;新礦十年以上、礦供給年增長不足 2%——但礦商是價格接受者,缺口讀不到。",上游:黃金礦開採(不含權利金公司),https://www.sec.gov/Archives/edgar/data/1973832/000197383226000066/au-20251231.htm,,v1,近似(EDGAR 首次申報日代上市日;查不到更早的入位事件),20-F
gold,GFI,2022-01-01,,core,"Gold Fields,20-F 申報人","黃金賣給央行、投資者與珠寶,售價就是全球金價;新礦十年以上、礦供給年增長不足 2%——但礦商是價格接受者,缺口讀不到。",上游:黃金礦開採(不含權利金公司),https://www.sec.gov/Archives/edgar/data/1172724/000162828026021904/gfi-20251231.htm,,v1,"近似(2022-01-01 前已上市且業務未變,沿用 v0 走廊起點)",20-F
optical_cpo,FN,2022-01-01,,core,"光模組代工龍頭,與 LITE/COHR 同一段光鏈","售價由磷化銦/砷化鎵雷射晶片產能決定;樽頸是化合物半導體晶圓廠,補不了快。","中游:資料中心光收發模組與光子元件,賣給網絡設備與系統商",https://www.sec.gov/Archives/edgar/data/1408710/000140871026000028/fn-20260626.htm,2026:to continue diversifying our precision optical and electro-mechanical manufacturing services across other markets within the,v1,"近似(2022-01-01 前已上市且業務未變,沿用 v0 走廊起點)",10-K
quantum,INFQ,2024-03-08,,core,"中性原子量子運算商,2026 年上市,美股第五家純量子硬件","沒有產品出貨、沒有售價可讀,估值全靠敘事——同一則政府撥款或大廠里程碑消息把整批一齊推上推落。",上游:量子運算硬件商(未商業化),https://www.sec.gov/Archives/edgar/data/2007825/000119312526134544/d94946d10k.htm,2025:our ability to commercialize our quantum computing technology; our expectations with respect to market opportunity,v1,近似(EDGAR 首次申報日代上市日;查不到更早的入位事件),10-K
betting,RSI,2022-01-01,,core,"純線上體育博彩與賭場,美加拉美市場","抽成由自己定,售價自訂,沒有實體樽頸;真正的開關是「州份牌照開放 × 下注需求」。",下游:純線上體育博彩與 iGaming 營運商(抽成),https://www.sec.gov/Archives/edgar/data/1793659/000179365926000009/rsi-20251231.htm,"2025:in the online casino, online sports betting and retail sports betting (i.e., such as within",v1,"近似(2022-01-01 前已上市且業務未變,沿用 v0 走廊起點)",10-K
betting,SGHC,2022-01-27,,core,"Betway/Spin 母企,純線上博彩,20-F 申報人","抽成由自己定,售價自訂,沒有實體樽頸;真正的開關是「州份牌照開放 × 下注需求」。",下游:純線上體育博彩與 iGaming 營運商(抽成),https://www.sec.gov/Archives/edgar/data/1878057/000162828026025609/sghc-20251231.htm,,v1,精確(Super Group 併殼上市完成日),20-F
cyber,S,2022-01-01,,core,"端點與雲工作負載安全平台,與 CRWD 同位置","訂閱制安全賣給企業,零邊際成本;有講價權,但講價權不等於缺口。",下游:企業訂閱制網絡安全平台,https://www.sec.gov/Archives/edgar/data/1583708/000158370826000020/s-20260131.htm,"2026:macroeconomic climate, whether in the cybersecurity industry in general, or among specific types of customers",v1,"近似(2022-01-01 前已上市且業務未變,沿用 v0 走廊起點)",10-K
travel_cruise,VIK,2024-05-01,,core,"河輪與海洋郵輪營運商,20-F 申報人","航次賣給旅客,售價由船隊床位運力對需求決定;新船三至四年,而且船廠船台有限。",下游:郵輪營運商(床位運力),https://www.sec.gov/Archives/edgar/data/1745201/000174520126000007/vik-20251231.htm,,v1,精確(Viking Holdings 上市日),20-F
travel_cruise,LIND,2022-01-01,,core,"探險郵輪營運商,同一條運力方程式","航次賣給旅客,售價由船隊床位運力對需求決定;新船三至四年,而且船廠船台有限。",下游:郵輪營運商(床位運力),https://www.sec.gov/Archives/edgar/data/1512499/000143774926005873/lindb20251231c_10k.htm,2025:publicity regarding the travel and cruise industry in general; the result of future financing efforts;,v1,"近似(2022-01-01 前已上市且業務未變,沿用 v0 走廊起點)",10-K
homebuilders,KBH,2022-01-01,,core,"量產型建商,與 DHI/LEN/PHM 同一種持地模式","新屋賣給買家,售價由土地、可建地塊、勞工與按揭利率決定;樽頸是已開發地塊與建築工人。",下游:量產型持地建商(自有土地庫存),https://www.sec.gov/Archives/edgar/data/795266/000079526626000017/kbh-20251130.htm,2025:sales with at least five homes/lots left to sell; and “product” encompasses a home’s floor,v1,"近似(2022-01-01 前已上市且業務未變,沿用 v0 走廊起點)",10-K
homebuilders,MHO,2022-01-01,,core,中西部/東南部量產型建商,"新屋賣給買家,售價由土地、可建地塊、勞工與按揭利率決定;樽頸是已開發地塊與建築工人。",下游:量產型持地建商(自有土地庫存),https://www.sec.gov/Archives/edgar/data/799292/000079929226000006/mho-20251231.htm,2025:consists of two distinct operations: homebuilding and financial services. Our homebuilding operations are aggregated for,v1,"近似(2022-01-01 前已上市且業務未變,沿用 v0 走廊起點)",10-K
homebuilders,LGIH,2022-01-01,,core,入門級量產型建商,"新屋賣給買家,售價由土地、可建地塊、勞工與按揭利率決定;樽頸是已開發地塊與建築工人。",下游:量產型持地建商(自有土地庫存),https://www.sec.gov/Archives/edgar/data/1580670/000158067026000019/lgih-20251231.htm,2025:leverage or complement our core homebuilding operations. Our wholesale business sells homes primarily to large,v1,"近似(2022-01-01 前已上市且業務未變,沿用 v0 走廊起點)",10-K
ag_fertilizer,IPI,2022-01-01,,core,美國本土鉀肥生產商,"賣給農民與農業經銷商;鉀磷看礦山供給,氮看天然氣邊際成本;鉀礦七年,氨廠四至五年。",上游:化肥生產(鉀肥、磷肥、氮肥),https://www.sec.gov/Archives/edgar/data/1421461/000142146126000008/ipi-20251231.htm,2025:changes in agricultural production or fertilizer application rates; declines in the use of potassium-related products,v1,"近似(2022-01-01 前已上市且業務未變,沿用 v0 走廊起點)",10-K
ag_fertilizer,UAN,2022-01-01,,core,"氮肥(UAN/氨)生產商,天然氣成本傳導最直接","賣給農民與農業經銷商;鉀磷看礦山供給,氮看天然氣邊際成本;鉀礦七年,氨廠四至五年。",上游:化肥生產(鉀肥、磷肥、氮肥),https://www.sec.gov/Archives/edgar/data/1425292/000142529226000011/cvi-20251231.htm,2025:for industrial applications and finished fertilizer products. Capacity Capacity is defined as the throughput a,v1,"近似(2022-01-01 前已上市且業務未變,沿用 v0 走廊起點)",10-K
ag_fertilizer,ICL,2022-01-01,,core,"鉀肥與特種肥料,20-F 申報人","賣給農民與農業經銷商;鉀磷看礦山供給,氮看天然氣邊際成本;鉀礦七年,氨廠四至五年。",上游:化肥生產(鉀肥、磷肥、氮肥),https://www.sec.gov/Archives/edgar/data/941221/000117891326000817/zk2634483.htm,,v1,"近似(2022-01-01 前已上市且業務未變,沿用 v0 走廊起點)",20-F
ag_fertilizer,LXU,2022-01-01,,core,氮肥與工業化學品生產商,"賣給農民與農業經銷商;鉀磷看礦山供給,氮看天然氣邊際成本;鉀礦七年,氨廠四至五年。",上游:化肥生產(鉀肥、磷肥、氮肥),https://www.sec.gov/Archives/edgar/data/60714/000119312526076810/lxu-20251231.htm,2025:diversification strategy; changes in domestic fertilizer production; the increasing output and capacity of our existing,v1,"近似(2022-01-01 前已上市且業務未變,沿用 v0 走廊起點)",10-K
fintech,XYZ,2022-01-01,,core,"Block(Square/Cash App),支付與商戶服務","售價(息率/手續費/抽成)自己定,沒有實體樽頸。",⚠️ 三個位置溝在一條:另類信貸(SOFI/AFRM/UPST)+ 支付(PYPL/XYZ)+ 零售券商(HOOD),https://www.sec.gov/Archives/edgar/data/1512673/000162828026012254/xyz-20251231.htm,"2025:seller') network. Our platform integrates payments, banking, lending, and commerce solutions designed to provide secure,",v1,"近似(2022-01-01 前已上市且業務未變,沿用 v0 走廊起點)",10-K
gig,CART,2023-09-19,,core,"Instacart,同一條零工外送抽成方程式","抽成由自己的算法定,沒有實體樽頸;同一則零工分類法規或油價消息對整批方向一致。",下游:零工經濟叫車與外送平台(抽成),https://www.sec.gov/Archives/edgar/data/1579091/000157909126000018/cart-20251231.htm,"2025:Proposition 22 in California requires gig economy companies like Instacart to, among other things, provide",v1,精確(Instacart 母公司 Maplebear 上市日),10-K
oilfield_services,NOV,2022-01-01,,core,"鑽井設備與資本裝備,同一條鑽井活動量開關","售價由鑽井活動量與油價週期決定;樽頸是鑽機隊與壓裂車隊——重資本,報廢了補不回快。","中游:油田服務與設備(鑽井/完井/儲層服務),賣給油氣開採商",https://www.sec.gov/Archives/edgar/data/1021860/000119312526048350/nov-20251231.htm,"2025:those developed by the major oilfield service providers, it will prevent any one organization from",v1,"近似(2022-01-01 前已上市且業務未變,沿用 v0 走廊起點)",10-K
oilfield_services,FTI,2022-01-01,,core,海底生產系統與完井,"售價由鑽井活動量與油價週期決定;樽頸是鑽機隊與壓裂車隊——重資本,報廢了補不回快。","中游:油田服務與設備(鑽井/完井/儲層服務),賣給油氣開採商",https://www.sec.gov/Archives/edgar/data/1681459/000168145926000010/fti-20251231.htm,2025:products and services to the oilfield industry. From the original Chiksan ® and Weco ®,v1,"近似(2022-01-01 前已上市且業務未變,沿用 v0 走廊起點)",10-K
oilfield_services,OII,2022-01-01,,core,海底工程與 ROV 服務,"售價由鑽井活動量與油價週期決定;樽頸是鑽機隊與壓裂車隊——重資本,報廢了補不回快。","中游:油田服務與設備(鑽井/完井/儲層服務),賣給油氣開採商",https://www.sec.gov/Archives/edgar/data/73756/000007375626000016/oii-20251231.htm,2022:at this time. Our offshore oilfield operations involve a variety of operating hazards and risks,v1,"近似(2022-01-01 前已上市且業務未變,沿用 v0 走廊起點)",10-K
semi_equipment,ONTO,2022-01-01,,core,"製程控制與量測設備,同賣晶圓廠","售價由設備交期與技術壁壘決定;樽頸是光學與精密零件,交期以年計。⚠️ 它坐在資本開支這一邊 = 可斬需求,脆。","上游:晶圓製造設備(WFE),賣給晶圓廠",https://www.sec.gov/Archives/edgar/data/704532/000119312526066937/onto-20260103.htm,"2026:inspection on patterned and unpatterned wafers, including macro defect inspection of both 2D and 3D",v1,"近似(2022-01-01 前已上市且業務未變,沿用 v0 走廊起點)",10-K
semi_equipment,ACLS,2022-01-01,,core,離子植入設備,"售價由設備交期與技術壁壘決定;樽頸是光學與精密零件,交期以年計。⚠️ 它坐在資本開支這一邊 = 可斬需求,脆。","上游:晶圓製造設備(WFE),賣給晶圓廠",https://www.sec.gov/Archives/edgar/data/1113232/000110465926020461/acls-20251231x10k.htm,2025:Transistors are created in the wafer by introducing various precisely placed dopants into the silicon,v1,"近似(2022-01-01 前已上市且業務未變,沿用 v0 走廊起點)",10-K
semi_equipment,TER,2022-01-01,,core,半導體測試設備,"售價由設備交期與技術壁壘決定;樽頸是光學與精密零件,交期以年計。⚠️ 它坐在資本開支這一邊 = 可斬需求,脆。","上游:晶圓製造設備(WFE),賣給晶圓廠",https://www.sec.gov/Archives/edgar/data/97210/000119312526059002/ter-20251231.htm,"2025:we provide are used for wafer level, device package testing, and system level testing. These",v1,"近似(2022-01-01 前已上市且業務未變,沿用 v0 走廊起點)",10-K
smr_newbuild,NNE,2022-04-27,,core,"微型模組化反應堆開發商,同為未入生產","兩間都未有商用反應堆交付發電,「售價由什麼供需決定」目前答不到——同一則能源部撥款或雲廠供電合約消息把整批推同一個方向。",上游:小型模組化核反應堆開發商(未入生產),https://www.sec.gov/Archives/edgar/data/1923891/000149315225028285/form10-k.htm,2025:advanced nuclear technologies such as small modular reactors (SMRs). The orders also emphasized strengthening the,v1,近似(EDGAR 首次申報日代上市日;查不到更早的入位事件),10-K
smr_newbuild,LTBR,2022-01-01,,core,"核燃料技術開發商,同一組政策與撥款開關","兩間都未有商用反應堆交付發電,「售價由什麼供需決定」目前答不到——同一則能源部撥款或雲廠供電合約消息把整批推同一個方向。",上游:小型模組化核反應堆開發商(未入生產),https://www.sec.gov/Archives/edgar/data/1084554/000147793226001076/ltbr_10k.htm,"2025:cycles. Emerging nuclear technologies include small modular reactors (SMRs), which are now in the development",v1,"近似(2022-01-01 前已上市且業務未變,沿用 v0 走廊起點)",10-K
smr_newbuild,ASPI,2022-04-21,,core,同位素與 HALEU 燃料開發商,"兩間都未有商用反應堆交付發電,「售價由什麼供需決定」目前答不到——同一則能源部撥款或雲廠供電合約消息把整批推同一個方向。",上游:小型模組化核反應堆開發商(未入生產),https://www.sec.gov/Archives/edgar/data/1921865/000119312526151294/aspi-20251231.htm,2025:low-enriched uranium ( HALEU )-fueled small modular reactors that are now under development for commercial,v1,近似(EDGAR 首次申報日代上市日;查不到更早的入位事件),10-K
crypto_mining,CLSK,2022-01-01,,core,自建礦場的比特幣礦商,"收入等於幣價乘算力份額,成本等於電價;同一則減半、幣價或電力合約消息把整批打同一個方向——近兩年再加一個開關:把礦場改裝成 AI 資料中心的租約。","中游:比特幣挖礦與算力託管(自建電力與資料中心,賣算力或賣幣)",https://www.sec.gov/Archives/edgar/data/827876/000119312525297510/clsk-20250930.htm,2022:hot wallets that hold our bitcoin; • changes to bitcoin mining difficulty; • our reliance,v1,"近似(2022-01-01 前已上市且業務未變,沿用 v0 走廊起點)",10-K
crypto_mining,CIFR,2022-01-01,,core,"同上,並已簽 AI 資料中心租約","收入等於幣價乘算力份額,成本等於電價;同一則減半、幣價或電力合約消息把整批打同一個方向——近兩年再加一個開關:把礦場改裝成 AI 資料中心的租約。","中游:比特幣挖礦與算力託管(自建電力與資料中心,賣算力或賣幣)",https://www.sec.gov/Archives/edgar/data/1819989/000181998926000009/cifr-20251231.htm,"2022:of success, potential expansion of bitcoin mining data centers, and management plans and objectives are",v1,"近似(2022-01-01 前已上市且業務未變,沿用 v0 走廊起點)",10-K
crypto_mining,WULF,2022-01-01,,core,"核電供電礦場,同樣轉型 AI 託管","收入等於幣價乘算力份額,成本等於電價;同一則減半、幣價或電力合約消息把整批打同一個方向——近兩年再加一個開關:把礦場改裝成 AI 資料中心的租約。","中游:比特幣挖礦與算力託管(自建電力與資料中心,賣算力或賣幣)",https://www.sec.gov/Archives/edgar/data/1083301/000108330126000031/wulf-20251231.htm,"2022:energy development to enable sustainable bitcoin mining. TeraWulf develops, owns and operates its bitcoin mining",v1,"近似(2022-01-01 前已上市且業務未變,沿用 v0 走廊起點)",10-K
crypto_mining,IREN,2022-01-01,,core,"礦場加 AI 雲,同一條電力與幣價方程式","收入等於幣價乘算力份額,成本等於電價;同一則減半、幣價或電力合約消息把整批打同一個方向——近兩年再加一個開關:把礦場改裝成 AI 資料中心的租約。","中游:比特幣挖礦與算力託管(自建電力與資料中心,賣算力或賣幣)",https://www.sec.gov/Archives/edgar/data/1878848/000187884826000052/iren-20260630.htm,"2026:hardware (including GPUs, hardware for Bitcoin mining and any current or future services we offer)",v1,"近似(2022-01-01 前已上市且業務未變,沿用 v0 走廊起點)",10-K
crypto_mining,CORZ,2022-01-20,,core,礦場轉 AI 託管的代表案例,"收入等於幣價乘算力份額,成本等於電價;同一則減半、幣價或電力合約消息把整批打同一個方向——近兩年再加一個開關:把礦場改裝成 AI 資料中心的租約。","中游:比特幣挖礦與算力託管(自建電力與資料中心,賣算力或賣幣)",https://www.sec.gov/Archives/edgar/data/1839341/000162828026013305/core-20251231.htm,"2025:Each of the HDC and bitcoin mining markets are highly competitive. In the HDC market,",v1,精確(Core Scientific 併殼上市完成日),10-K
crypto_mining,HIVE,2022-01-01,,core,"北美/南美礦商,40-F 申報人","收入等於幣價乘算力份額,成本等於電價;同一則減半、幣價或電力合約消息把整批打同一個方向——近兩年再加一個開關:把礦場改裝成 AI 資料中心的租約。","中游:比特幣挖礦與算力託管(自建電力與資料中心,賣算力或賣幣)",https://www.sec.gov/Archives/edgar/data/1720424/000106299326002973/form10k.htm,"2026:hashing algorithms efficiently, including for Bitcoin mining. August 2023 ATM Equity Program Means the Company's",v1,"近似(2022-01-01 前已上市且業務未變,沿用 v0 走廊起點)",10-K
travel_platform,BKNG,2022-01-01,,core,全球最大線上訂房平台,"抽佣由平台自訂,不持有房間或船位——同一則旅遊需求消息對它們的衝擊與郵輪商不同:郵輪商受運力綁死,平台商不受。","下游:資產輕的線上旅遊訂房與出行平台(抽佣,不持有運力)",https://www.sec.gov/Archives/edgar/data/1075531/000107553126000009/bkng-20251231.htm,"2025:of our revenues from providing online travel reservation services, which facilitate online travel purchases by",v1,"近似(2022-01-01 前已上市且業務未變,沿用 v0 走廊起點)",10-K
travel_platform,EXPE,2022-01-01,,core,線上旅遊代理,"抽佣由平台自訂,不持有房間或船位——同一則旅遊需求消息對它們的衝擊與郵輪商不同:郵輪商受運力綁死,平台商不受。","下游:資產輕的線上旅遊訂房與出行平台(抽佣,不持有運力)",https://www.sec.gov/Archives/edgar/data/1324424/000132442426000008/expe-20251231.htm,2025:as one of the first online travel agencies (“OTAs”) and played a significant role in,v1,"近似(2022-01-01 前已上市且業務未變,沿用 v0 走廊起點)",10-K
travel_platform,ABNB,2023-04-27,,core,"短租平台,同一條抽佣方程式","抽佣由平台自訂,不持有房間或船位——同一則旅遊需求消息對它們的衝擊與郵輪商不同:郵輪商受運力綁死,平台商不受。","下游:資產輕的線上旅遊訂房與出行平台(抽佣,不持有運力)",https://www.sec.gov/Archives/edgar/data/1559720/000155972026000004/abnb-20251231.htm,"2025:support. Our competitors include: • online travel agencies (“OTAs”), such as Booking Holdings (including the",v1,近似(EDGAR 首次申報日代上市日;查不到更早的入位事件),10-K
travel_platform,TRIP,2022-01-01,,core,旅遊評論與元搜尋,"抽佣由平台自訂,不持有房間或船位——同一則旅遊需求消息對它們的衝擊與郵輪商不同:郵輪商受運力綁死,平台商不受。","下游:資產輕的線上旅遊訂房與出行平台(抽佣,不持有運力)",https://www.sec.gov/Archives/edgar/data/1526520/000119312526051281/trip-20251231.htm,"2025:Viator is a pure-play experiences online travel agency (“OTA”), offering an online global marketplace focused",v1,"近似(2022-01-01 前已上市且業務未變,沿用 v0 走廊起點)",10-K
travel_platform,TCOM,2022-01-01,,core,"攜程,20-F 申報人","抽佣由平台自訂,不持有房間或船位——同一則旅遊需求消息對它們的衝擊與郵輪商不同:郵輪商受運力綁死,平台商不受。","下游:資產輕的線上旅遊訂房與出行平台(抽佣,不持有運力)",https://www.sec.gov/Archives/edgar/data/1269238/000119312526183379/d27369d20f.htm,,v1,"近似(2022-01-01 前已上市且業務未變,沿用 v0 走廊起點)",20-F
